SampleID,Location,Country,Species,Source,Lat_N,Lon_E,IlluminaName,RunID
HO_LK_Rh_08,Langkawi,West Malaysia,Halophila ovalis,Rhizome,6.457894,99.823622,AFI1340,MUX8041
HO_LK_Rh_09,Langkawi,West Malaysia,Halophila ovalis,Rhizome,6.457894,99.823622,AFI1341,MUX8041
HO_LK_Rh_10,Langkawi,West Malaysia,Halophila ovalis,Rhizome,6.457894,99.823622,AFI1342,MUX8041
HO_LK_Ro_01,Langkawi,West Malaysia,Halophila ovalis,Root,6.457894,99.823622,AFI1343,MUX8041
HO_LK_Ro_02,Langkawi,West Malaysia,Halophila ovalis,Root,6.457894,99.823622,AFI1344,MUX8041
HO_LK_Ro_03,Langkawi,West Malaysia,Halophila ovalis,Root,6.457894,99.823622,AFI1345,MUX8041
HO_LK_Ro_04,Langkawi,West Malaysia,Halophila ovalis,Root,6.457894,99.823622,AFI1346,MUX8041
HO_LK_Ro_05,Langkawi,West Malaysia,Halophila ovalis,Root,6.457894,99.823622,AFI1347,MUX8041
HO_LK_Ro_06,Langkawi,West Malaysia,Halophila ovalis,Root,6.457894,99.823622,AFI1348,MUX8041
HO_LK_Ro_07,Langkawi,West Malaysia,Halophila ovalis,Root,6.457894,99.823622,AFI1349,MUX8041
HO_LK_Ro_08,Langkawi,West Malaysia,Halophila ovalis,Root,6.457894,99.823622,AFI1350,MUX8041
HO_LK_Ro_09,Langkawi,West Malaysia,Halophila ovalis,Root,6.457894,99.823622,AFI1351,MUX8041
HO_LK_Ro_10,Langkawi,West Malaysia,Halophila ovalis,Root,6.457894,99.823622,AFI1352,MUX8041
HO_LK_Soil_01,Langkawi,West Malaysia,Halophila ovalis,Soil,6.457894,99.823622,AFI1353,MUX8041
HO_LK_Soil_02,Langkawi,West Malaysia,Halophila ovalis,Soil,6.457894,99.823622,AFI1354,MUX8041
HO_LK_Soil_03,Langkawi,West Malaysia,Halophila ovalis,Soil,6.457894,99.823622,AFI1355,MUX8041
HO_LK_Soil_04,Langkawi,West Malaysia,Halophila ovalis,Soil,6.457894,99.823622,AFI1356,MUX8041
HO_LK_Soil_05,Langkawi,West Malaysia,Halophila ovalis,Soil,6.457894,99.823622,AFI1357,MUX8041
HO_LK_Soil_06,Langkawi,West Malaysia,Halophila ovalis,Soil,6.457894,99.823622,AFI1358,MUX8041
HO_LK_Soil_07,Langkawi,West Malaysia,Halophila ovalis,Soil,6.457894,99.823622,AFI1359,MUX8041
HO_BLANK_04,Blank,Blank,Blank,Blank,6.457894,99.823622,AFI1360,MUX8041
HO_LK_Soil_08,Langkawi,West Malaysia,Halophila ovalis,Soil,6.457894,99.823622,AFI1361,MUX8041
HO_LK_Soil_09,Langkawi,West Malaysia,Halophila ovalis,Soil,6.457894,99.823622,AFI1362,MUX8041
HO_LK_Soil_10,Langkawi,West Malaysia,Halophila ovalis,Soil,6.457894,99.823622,AFI1363,MUX8041
HO_CJ_Le_01,Chek Jawa,Singapore,Halophila ovalis,Leaf,1.412728,103.991134,AFI1364,MUX8041
HO_CJ_Le_02,Chek Jawa,Singapore,Halophila ovalis,Leaf,1.412728,103.991134,AFI1365,MUX8041
HO_CJ_Le_03,Chek Jawa,Singapore,Halophila ovalis,Leaf,1.412728,103.991134,AFI1366,MUX8041
HO_CJ_Le_04,Chek Jawa,Singapore,Halophila ovalis,Leaf,1.412728,103.991134,AFI1367,MUX8041
HO_CJ_Le_05,Chek Jawa,Singapore,Halophila ovalis,Leaf,1.412728,103.991134,AFI1368,MUX8041
HO_CJ_Le_06,Chek Jawa,Singapore,Halophila ovalis,Leaf,1.412728,103.991134,AFI1369,MUX8041
HO_CJ_Le_07,Chek Jawa,Singapore,Halophila ovalis,Leaf,1.412728,103.991134,AFI1370,MUX8041
HO_CJ_Le_08,Chek Jawa,Singapore,Halophila ovalis,Leaf,1.412728,103.991134,AFI1371,MUX8041
HO_CJ_Le_09,Chek Jawa,Singapore,Halophila ovalis,Leaf,1.412728,103.991134,AFI1372,MUX8041
HO_CJ_Le_10,Chek Jawa,Singapore,Halophila ovalis,Leaf,1.412728,103.991134,AFI1373,MUX8041
HO_CJ_Rh_01,Chek Jawa,Singapore,Halophila ovalis,Rhizome,1.412728,103.991134,AFI1374,MUX8041
HO_CJ_Rh_02,Chek Jawa,Singapore,Halophila ovalis,Rhizome,1.412728,103.991134,AFI1375,MUX8041
HO_CJ_Rh_03,Chek Jawa,Singapore,Halophila ovalis,Rhizome,1.412728,103.991134,AFI1376,MUX8041
HO_CJ_Rh_04,Chek Jawa,Singapore,Halophila ovalis,Rhizome,1.412728,103.991134,AFI1377,MUX8041
HO_CJ_Rh_05,Chek Jawa,Singapore,Halophila ovalis,Rhizome,1.412728,103.991134,AFI1378,MUX8041
HO_CJ_Rh_06,Chek Jawa,Singapore,Halophila ovalis,Rhizome,1.412728,103.991134,AFI1379,MUX8041
HO_CJ_Rh_07,Chek Jawa,Singapore,Halophila ovalis,Rhizome,1.412728,103.991134,AFI1380,MUX8041
HO_CJ_Rh_08,Chek Jawa,Singapore,Halophila ovalis,Rhizome,1.412728,103.991134,AFI1381,MUX8041
HO_CJ_Rh_09,Chek Jawa,Singapore,Halophila ovalis,Rhizome,1.412728,103.991134,AFI1382,MUX8041
HO_CJ_Rh_10,Chek Jawa,Singapore,Halophila ovalis,Rhizome,1.412728,103.991134,AFI1383,MUX8041
HO_CJ_Ro_01,Chek Jawa,Singapore,Halophila ovalis,Root,1.412728,103.991134,AFI1384,MUX8041
HO_CJ_Ro_02,Chek Jawa,Singapore,Halophila ovalis,Root,1.412728,103.991134,AFI1385,MUX8041
HO_CJ_Ro_03,Chek Jawa,Singapore,Halophila ovalis,Root,1.412728,103.991134,AFI1386,MUX8041
HO_CJ_Ro_04,Chek Jawa,Singapore,Halophila ovalis,Root,1.412728,103.991134,AFI1387,MUX8041
HO_CJ_Ro_05,Chek Jawa,Singapore,Halophila ovalis,Root,1.412728,103.991134,AFI1388,MUX8041
HO_CJ_Ro_06,Chek Jawa,Singapore,Halophila ovalis,Root,1.412728,103.991134,AFI1389,MUX8041
HO_CJ_Ro_07,Chek Jawa,Singapore,Halophila ovalis,Root,1.412728,103.991134,AFI1390,MUX8041
HO_CJ_Ro_08,Chek Jawa,Singapore,Halophila ovalis,Root,1.412728,103.991134,AFI1391,MUX8041
HO_BLANK_05,Blank,Blank,Blank,Blank,1.412728,103.991134,AFI1392,MUX8041
HO_CJ_Ro_09,Chek Jawa,Singapore,Halophila ovalis,Root,1.412728,103.991134,AFI1393,MUX8041
HO_CJ_Ro_10,Chek Jawa,Singapore,Halophila ovalis,Root,1.412728,103.991134,AFI1394,MUX8041
HO_CJ_Soil_01,Chek Jawa,Singapore,Halophila ovalis,Soil,1.412728,103.991134,AFI1395,MUX8041
HO_CJ_Soil_02,Chek Jawa,Singapore,Halophila ovalis,Soil,1.412728,103.991134,AFI1396,MUX8041
HO_CJ_Soil_03,Chek Jawa,Singapore,Halophila ovalis,Soil,1.412728,103.991134,AFI1397,MUX8041
HO_CJ_Soil_04,Chek Jawa,Singapore,Halophila ovalis,Soil,1.412728,103.991134,AFI1398,MUX8041
HO_CJ_Soil_05,Chek Jawa,Singapore,Halophila ovalis,Soil,1.412728,103.991134,AFI1399,MUX8041
HO_CJ_Soil_06,Chek Jawa,Singapore,Halophila ovalis,Soil,1.412728,103.991134,AFI1400,MUX8041
HO_CJ_Soil_07,Chek Jawa,Singapore,Halophila ovalis,Soil,1.412728,103.991134,AFI1401,MUX8041
HO_CJ_Soil_08,Chek Jawa,Singapore,Halophila ovalis,Soil,1.412728,103.991134,AFI1402,MUX8041
HO_CJ_Soil_09,Chek Jawa,Singapore,Halophila ovalis,Soil,1.412728,103.991134,AFI1403,MUX8041
HO_CJ_Soil_10,Chek Jawa,Singapore,Halophila ovalis,Soil,1.412728,103.991134,AFI1404,MUX8041
HO_MS_Le_01,Merambong Shoal,West Malaysia,Halophila ovalis,Leaf,1.331803,103.604591,AFI1405,MUX8041
HO_MS_Le_02,Merambong Shoal,West Malaysia,Halophila ovalis,Leaf,1.331803,103.604591,AFI1406,MUX8041
HO_MS_Le_03,Merambong Shoal,West Malaysia,Halophila ovalis,Leaf,1.331803,103.604591,AFI1407,MUX8041
HO_MS_Le_04,Merambong Shoal,West Malaysia,Halophila ovalis,Leaf,1.331803,103.604591,AFI1408,MUX8041
HO_MS_Le_05,Merambong Shoal,West Malaysia,Halophila ovalis,Leaf,1.331803,103.604591,AFI1409,MUX8041
HO_MS_Le_06,Merambong Shoal,West Malaysia,Halophila ovalis,Leaf,1.331803,103.604591,AFI1410,MUX8041
HO_MS_Le_07,Merambong Shoal,West Malaysia,Halophila ovalis,Leaf,1.331803,103.604591,AFI1411,MUX8041
HO_MS_Le_08,Merambong Shoal,West Malaysia,Halophila ovalis,Leaf,1.331803,103.604591,AFI1412,MUX8041
HO_MS_Le_09,Merambong Shoal,West Malaysia,Halophila ovalis,Leaf,1.331803,103.604591,AFI1413,MUX8041
HO_MS_Le_10,Merambong Shoal,West Malaysia,Halophila ovalis,Leaf,1.331803,103.604591,AFI1414,MUX8041
HO_MS_Rh_01,Merambong Shoal,West Malaysia,Halophila ovalis,Rhizome,1.331803,103.604591,AFI1415,MUX8041
HO_MS_Rh_02,Merambong Shoal,West Malaysia,Halophila ovalis,Rhizome,1.331803,103.604591,AFI1416,MUX8041
HO_MS_Rh_03,Merambong Shoal,West Malaysia,Halophila ovalis,Rhizome,1.331803,103.604591,AFI1417,MUX8041
HO_MS_Rh_04,Merambong Shoal,West Malaysia,Halophila ovalis,Rhizome,1.331803,103.604591,AFI1418,MUX8041
HO_MS_Rh_05,Merambong Shoal,West Malaysia,Halophila ovalis,Rhizome,1.331803,103.604591,AFI1419,MUX8041
HO_MS_Rh_06,Merambong Shoal,West Malaysia,Halophila ovalis,Rhizome,1.331803,103.604591,AFI1420,MUX8041
HO_MS_Rh_07,Merambong Shoal,West Malaysia,Halophila ovalis,Rhizome,1.331803,103.604591,AFI1421,MUX8041
HO_MS_Rh_08,Merambong Shoal,West Malaysia,Halophila ovalis,Rhizome,1.331803,103.604591,AFI1422,MUX8041
HO_MS_Rh_09,Merambong Shoal,West Malaysia,Halophila ovalis,Rhizome,1.331803,103.604591,AFI1423,MUX8041
HO_BLANK_06,Blank,Blank,Blank,Blank,1.331803,103.604591,AFI1424,MUX8041
HO_MS_Rh_10,Merambong Shoal,West Malaysia,Halophila ovalis,Rhizome,1.331803,103.604591,AFI1425,MUX8041
HO_MS_Ro_01,Merambong Shoal,West Malaysia,Halophila ovalis,Root,1.331803,103.604591,AFI1426,MUX8041
HO_MS_Ro_02,Merambong Shoal,West Malaysia,Halophila ovalis,Root,1.331803,103.604591,AFI1427,MUX8041
HO_MS_Ro_03,Merambong Shoal,West Malaysia,Halophila ovalis,Root,1.331803,103.604591,AFI1428,MUX8041
HO_MS_Ro_04,Merambong Shoal,West Malaysia,Halophila ovalis,Root,1.331803,103.604591,AFI1429,MUX8041
HO_MS_Ro_05,Merambong Shoal,West Malaysia,Halophila ovalis,Root,1.331803,103.604591,AFI1430,MUX8041
HO_MS_Ro_06,Merambong Shoal,West Malaysia,Halophila ovalis,Root,1.331803,103.604591,AFI1431,MUX8041
HO_MS_Ro_07,Merambong Shoal,West Malaysia,Halophila ovalis,Root,1.331803,103.604591,AFI1432,MUX8041
HO_MS_Ro_08,Merambong Shoal,West Malaysia,Halophila ovalis,Root,1.331803,103.604591,AFI1433,MUX8041
HO_MS_Ro_09,Merambong Shoal,West Malaysia,Halophila ovalis,Root,1.331803,103.604591,AFI1434,MUX8041
HO_MS_Ro_10,Merambong Shoal,West Malaysia,Halophila ovalis,Root,1.331803,103.604591,AFI1435,MUX8041
HO_MS_Soil_01,Merambong Shoal,West Malaysia,Halophila ovalis,Soil,1.331803,103.604591,AFI1436,MUX8041
HO_MS_Soil_02,Merambong Shoal,West Malaysia,Halophila ovalis,Soil,1.331803,103.604591,AFI1437,MUX8041
HO_MS_Soil_03,Merambong Shoal,West Malaysia,Halophila ovalis,Soil,1.331803,103.604591,AFI1438,MUX8041
HO_MS_Soil_04,Merambong Shoal,West Malaysia,Halophila ovalis,Soil,1.331803,103.604591,AFI1439,MUX8041
HO_MS_Soil_05,Merambong Shoal,West Malaysia,Halophila ovalis,Soil,1.331803,103.604591,AFI1440,MUX8041
HO_MS_Soil_06,Merambong Shoal,West Malaysia,Halophila ovalis,Soil,1.331803,103.604591,AFI1441,MUX8041
HO_MS_Soil_07,Merambong Shoal,West Malaysia,Halophila ovalis,Soil,1.331803,103.604591,AFI1442,MUX8041
HO_MS_Soil_08,Merambong Shoal,West Malaysia,Halophila ovalis,Soil,1.331803,103.604591,AFI1443,MUX8041
HO_MS_Soil_09,Merambong Shoal,West Malaysia,Halophila ovalis,Soil,1.331803,103.604591,AFI1444,MUX8041
HO_MS_Soil_10,Merambong Shoal,West Malaysia,Halophila ovalis,Soil,1.331803,103.604591,AFI1445,MUX8041
HO_Sem_Le_01,Semakau,Singapore,Halophila ovalis,Leaf,1.208273,103.756254,AFI1446,MUX8041
HO_Sem_Le_02,Semakau,Singapore,Halophila ovalis,Leaf,1.208273,103.756254,AFI1447,MUX8041
HO_BLANK_07,Blank,Blank,Blank,Blank,1.208273,103.756254,AFI1448,MUX8041
HO_Sem_Le_03,Semakau,Singapore,Halophila ovalis,Leaf,1.208273,103.756254,AFI1449,MUX8041
HO_Sem_Le_04,Semakau,Singapore,Halophila ovalis,Leaf,1.208273,103.756254,AFI1450,MUX8041
HO_Sem_Le_05,Semakau,Singapore,Halophila ovalis,Leaf,1.208273,103.756254,AFI1451,MUX8041
HO_Sem_Le_06,Semakau,Singapore,Halophila ovalis,Leaf,1.208273,103.756254,AFI1452,MUX8041
HO_Sem_Le_07,Semakau,Singapore,Halophila ovalis,Leaf,1.208273,103.756254,AFI1453,MUX8041
HO_Sem_Le_08,Semakau,Singapore,Halophila ovalis,Leaf,1.208273,103.756254,AFI1454,MUX8041
HO_Sem_Le_09,Semakau,Singapore,Halophila ovalis,Leaf,1.208273,103.756254,AFI1455,MUX8041
HO_Sem_Le_10,Semakau,Singapore,Halophila ovalis,Leaf,1.208273,103.756254,AFI1456,MUX8041
HO_Sem_Rh_01,Semakau,Singapore,Halophila ovalis,Rhizome,1.208273,103.756254,AFI1457,MUX8041
HO_Sem_Rh_02,Semakau,Singapore,Halophila ovalis,Rhizome,1.208273,103.756254,AFI1458,MUX8041
HO_Sem_Rh_03,Semakau,Singapore,Halophila ovalis,Rhizome,1.208273,103.756254,AFI1459,MUX8041
HO_Sem_Rh_04,Semakau,Singapore,Halophila ovalis,Rhizome,1.208273,103.756254,AFI1460,MUX8041
HO_Sem_Rh_05,Semakau,Singapore,Halophila ovalis,Rhizome,1.208273,103.756254,AFI1461,MUX8041
HO_Sem_Rh_06,Semakau,Singapore,Halophila ovalis,Rhizome,1.208273,103.756254,AFI1462,MUX8041
HO_Sem_Rh_07,Semakau,Singapore,Halophila ovalis,Rhizome,1.208273,103.756254,AFI1463,MUX8041
HO_Sem_Rh_08,Semakau,Singapore,Halophila ovalis,Rhizome,1.208273,103.756254,AFI1464,MUX8041
HO_Sem_Rh_09,Semakau,Singapore,Halophila ovalis,Rhizome,1.208273,103.756254,AFI1465,MUX8041
HO_Sem_Rh_10,Semakau,Singapore,Halophila ovalis,Rhizome,1.208273,103.756254,AFI1466,MUX8041
HO_Sem_Ro_01,Semakau,Singapore,Halophila ovalis,Root,1.208273,103.756254,AFI1467,MUX8041
HO_Sem_Ro_02,Semakau,Singapore,Halophila ovalis,Root,1.208273,103.756254,AFI1468,MUX8041
HO_Sem_Ro_03,Semakau,Singapore,Halophila ovalis,Root,1.208273,103.756254,AFI1469,MUX8041
HO_Sem_Ro_04,Semakau,Singapore,Halophila ovalis,Root,1.208273,103.756254,AFI1470,MUX8041
HO_Sem_Ro_05,Semakau,Singapore,Halophila ovalis,Root,1.208273,103.756254,AFI1471,MUX8041
HO_Sem_Ro_06,Semakau,Singapore,Halophila ovalis,Root,1.208273,103.756254,AFI1472,MUX8041
HO_Sem_Ro_07,Semakau,Singapore,Halophila ovalis,Root,1.208273,103.756254,AFI1473,MUX8041
HO_Sem_Ro_08,Semakau,Singapore,Halophila ovalis,Root,1.208273,103.756254,AFI1474,MUX8041
HO_Sem_Ro_09,Semakau,Singapore,Halophila ovalis,Root,1.208273,103.756254,AFI1475,MUX8041
HO_Sem_Ro_10,Semakau,Singapore,Halophila ovalis,Root,1.208273,103.756254,AFI1476,MUX8041
HO_SA_Sem_Soil_01,Semakau,Singapore,Halophila ovalis,Soil,1.208273,103.756254,AFI1477,MUX8041
HO_SA_Sem_Soil_02,Semakau,Singapore,Halophila ovalis,Soil,1.208273,103.756254,AFI1478,MUX8041
HO_SA_Sem_Soil_03,Semakau,Singapore,Halophila ovalis,Soil,1.208273,103.756254,AFI1479,MUX8041
HO_SA_Sem_Soil_04,Semakau,Singapore,Halophila ovalis,Soil,1.208273,103.756254,AFI1480,MUX8041
HO_SA_Sem_Soil_05,Semakau,Singapore,Halophila ovalis,Soil,1.208273,103.756254,AFI1481,MUX8041
HO_SA_Sem_Soil_06,Semakau,Singapore,Halophila ovalis,Soil,1.208273,103.756254,AFI1482,MUX8041
HO_SA_Sem_Soil_07,Semakau,Singapore,Halophila ovalis,Soil,1.208273,103.756254,AFI1483,MUX8041
HO_SA_Sem_Soil_08,Semakau,Singapore,Halophila ovalis,Soil,1.208273,103.756254,AFI1484,MUX8041
HO_SA_Sem_Soil_09,Semakau,Singapore,Halophila ovalis,Soil,1.208273,103.756254,AFI1485,MUX8041
HO_SA_Sem_Soil_10,Semakau,Singapore,Halophila ovalis,Soil,1.208273,103.756254,AFI1486,MUX8041
HO_Per_Le_01,Perhentian,East Malaysia,Halophila ovalis,Leaf,5.886142,102.741075,AFI1487,MUX8041
HO_BLANK_08,Blank,Blank,Blank,Blank,5.886142,102.741075,AFI1488,MUX8041
HO_Per_Le_02,Perhentian,East Malaysia,Halophila ovalis,Leaf,5.886142,102.741075,AFI1489,MUX8041
HO_Per_Le_03,Perhentian,East Malaysia,Halophila ovalis,Leaf,5.886142,102.741075,AFI1490,MUX8041
HO_Per_Le_04,Perhentian,East Malaysia,Halophila ovalis,Leaf,5.886142,102.741075,AFI1491,MUX8041
HO_Per_Le_05,Perhentian,East Malaysia,Halophila ovalis,Leaf,5.886142,102.741075,AFI1492,MUX8041
HO_Per_Le_06,Perhentian,East Malaysia,Halophila ovalis,Leaf,5.886142,102.741075,AFI1493,MUX8041
HO_Per_Le_07,Perhentian,East Malaysia,Halophila ovalis,Leaf,5.886142,102.741075,AFI1494,MUX8041
HO_Per_Le_08,Perhentian,East Malaysia,Halophila ovalis,Leaf,5.886142,102.741075,AFI1495,MUX8041
HO_Per_Le_09,Perhentian,East Malaysia,Halophila ovalis,Leaf,5.886142,102.741075,AFI1496,MUX8041
HO_Per_Le_10,Perhentian,East Malaysia,Halophila ovalis,Leaf,5.886142,102.741075,AFI1497,MUX8041
HO_Per_Rh_01,Perhentian,East Malaysia,Halophila ovalis,Rhizome,5.886142,102.741075,AFI1498,MUX8041
HO_Per_Rh_02,Perhentian,East Malaysia,Halophila ovalis,Rhizome,5.886142,102.741075,AFI1499,MUX8041
HO_Per_Rh_03,Perhentian,East Malaysia,Halophila ovalis,Rhizome,5.886142,102.741075,AFI1500,MUX8041
HO_Per_Rh_04,Perhentian,East Malaysia,Halophila ovalis,Rhizome,5.886142,102.741075,AFI1501,MUX8041
HO_Per_Rh_05,Perhentian,East Malaysia,Halophila ovalis,Rhizome,5.886142,102.741075,AFI1502,MUX8041
HO_Per_Rh_06,Perhentian,East Malaysia,Halophila ovalis,Rhizome,5.886142,102.741075,AFI1503,MUX8041
HO_Per_Rh_07,Perhentian,East Malaysia,Halophila ovalis,Rhizome,5.886142,102.741075,AFI1504,MUX8041
HO_Per_Rh_08,Perhentian,East Malaysia,Halophila ovalis,Rhizome,5.886142,102.741075,AFI1505,MUX8041
HO_Per_Rh_09,Perhentian,East Malaysia,Halophila ovalis,Rhizome,5.886142,102.741075,AFI1506,MUX8041
HO_Per_Rh_10,Perhentian,East Malaysia,Halophila ovalis,Rhizome,5.886142,102.741075,AFI1507,MUX8041
HO_Per_Ro_01,Perhentian,East Malaysia,Halophila ovalis,Root,5.886142,102.741075,AFI1508,MUX8041
HO_Per_Ro_02,Perhentian,East Malaysia,Halophila ovalis,Root,5.886142,102.741075,AFI1509,MUX8041
HO_Per_Ro_03,Perhentian,East Malaysia,Halophila ovalis,Root,5.886142,102.741075,AFI1510,MUX8041
HO_Per_Ro_04,Perhentian,East Malaysia,Halophila ovalis,Root,5.886142,102.741075,AFI1511,MUX8041
HO_Per_Ro_05,Perhentian,East Malaysia,Halophila ovalis,Root,5.886142,102.741075,AFI1512,MUX8041
HO_Per_Ro_06,Perhentian,East Malaysia,Halophila ovalis,Root,5.886142,102.741075,AFI1513,MUX8041
HO_Per_Ro_07,Perhentian,East Malaysia,Halophila ovalis,Root,5.886142,102.741075,AFI1514,MUX8041
HO_Per_Ro_08,Perhentian,East Malaysia,Halophila ovalis,Root,5.886142,102.741075,AFI1515,MUX8041
HO_Per_Ro_09,Perhentian,East Malaysia,Halophila ovalis,Root,5.886142,102.741075,AFI1516,MUX8041
HO_Per_Ro_10,Perhentian,East Malaysia,Halophila ovalis,Root,5.886142,102.741075,AFI1517,MUX8041
HO_Per_Soil_01,Perhentian,East Malaysia,Halophila ovalis,Soil,5.886142,102.741075,AFI1518,MUX8041
HO_Per_Soil_02,Perhentian,East Malaysia,Halophila ovalis,Soil,5.886142,102.741075,AFI1519,MUX8041
HO_BLANK_09,Blank,Blank,Blank,Blank,5.886142,102.741075,AFI1520,MUX8041
HO_Per_Soil_03,Perhentian,East Malaysia,Halophila ovalis,Soil,5.886142,102.741075,AFI1521,MUX8041
HO_Per_Soil_04,Perhentian,East Malaysia,Halophila ovalis,Soil,5.886142,102.741075,AFI1522,MUX8041
HO_Per_Soil_05,Perhentian,East Malaysia,Halophila ovalis,Soil,5.886142,102.741075,AFI1523,MUX8041
HO_Per_Soil_06,Perhentian,East Malaysia,Halophila ovalis,Soil,5.886142,102.741075,AFI1524,MUX8041
HO_Per_Soil_07,Perhentian,East Malaysia,Halophila ovalis,Soil,5.886142,102.741075,AFI1525,MUX8041
HO_Per_Soil_08,Perhentian,East Malaysia,Halophila ovalis,Soil,5.886142,102.741075,AFI1526,MUX8041
HO_Per_Soil_09,Perhentian,East Malaysia,Halophila ovalis,Soil,5.886142,102.741075,AFI1527,MUX8041
HO_Per_Soil_10,Perhentian,East Malaysia,Halophila ovalis,Soil,5.886142,102.741075,AFI1528,MUX8041
EA_CY_Le_01,Cyrene,Singapore,Enhalus acoroides,Leaf,1.258905,103.754918,AFI1529,MUX8046
EA_CY_Le_02,Cyrene,Singapore,Enhalus acoroides,Leaf,1.258905,103.754918,AFI1530,MUX8046
EA_CY_Le_03,Cyrene,Singapore,Enhalus acoroides,Leaf,1.258905,103.754918,AFI1531,MUX8046
EA_CY_Le_04,Cyrene,Singapore,Enhalus acoroides,Leaf,1.258905,103.754918,AFI1532,MUX8046
EA_CY_Le_05,Cyrene,Singapore,Enhalus acoroides,Leaf,1.258905,103.754918,AFI1533,MUX8046
EA_CY_Le_06,Cyrene,Singapore,Enhalus acoroides,Leaf,1.258905,103.754918,AFI1534,MUX8046
EA_CY_Le_07,Cyrene,Singapore,Enhalus acoroides,Leaf,1.258905,103.754918,AFI1535,MUX8046
EA_CY_Le_08,Cyrene,Singapore,Enhalus acoroides,Leaf,1.258905,103.754918,AFI1536,MUX8046
EA_CY_Le_09,Cyrene,Singapore,Enhalus acoroides,Leaf,1.258905,103.754918,AFI1537,MUX8046
EA_CY_Le_10,Cyrene,Singapore,Enhalus acoroides,Leaf,1.258905,103.754918,AFI1538,MUX8046
EA_CY_Rh_01,Cyrene,Singapore,Enhalus acoroides,Rhizome,1.258905,103.754918,AFI1539,MUX8046
EA_CY_Rh_02,Cyrene,Singapore,Enhalus acoroides,Rhizome,1.258905,103.754918,AFI1540,MUX8046
EA_CY_Rh_03,Cyrene,Singapore,Enhalus acoroides,Rhizome,1.258905,103.754918,AFI1541,MUX8046
EA_CY_Rh_04,Cyrene,Singapore,Enhalus acoroides,Rhizome,1.258905,103.754918,AFI1542,MUX8046
EA_CY_Rh_05,Cyrene,Singapore,Enhalus acoroides,Rhizome,1.258905,103.754918,AFI1543,MUX8046
EA_CY_Rh_06,Cyrene,Singapore,Enhalus acoroides,Rhizome,1.258905,103.754918,AFI1544,MUX8046
EA_CY_Rh_07,Cyrene,Singapore,Enhalus acoroides,Rhizome,1.258905,103.754918,AFI1545,MUX8046
EA_CY_Rh_08,Cyrene,Singapore,Enhalus acoroides,Rhizome,1.258905,103.754918,AFI1546,MUX8046
EA_CY_Rh_09,Cyrene,Singapore,Enhalus acoroides,Rhizome,1.258905,103.754918,AFI1547,MUX8046
EA_CY_Rh_10,Cyrene,Singapore,Enhalus acoroides,Rhizome,1.258905,103.754918,AFI1548,MUX8046
EA_CY_Ro_01,Cyrene,Singapore,Enhalus acoroides,Root,1.258905,103.754918,AFI1549,MUX8046
EA_CY_Ro_02,Cyrene,Singapore,Enhalus acoroides,Root,1.258905,103.754918,AFI1550,MUX8046
EA_CY_Ro_03,Cyrene,Singapore,Enhalus acoroides,Root,1.258905,103.754918,AFI1551,MUX8046
EA_CY_Ro_04,Cyrene,Singapore,Enhalus acoroides,Root,1.258905,103.754918,AFI1552,MUX8046
EA_BLANK_01,Blank,Blank,Blank,Blank,1.258905,103.754918,AFI1553,MUX8046
EA_CY_Ro_05,Cyrene,Singapore,Enhalus acoroides,Root,1.258905,103.754918,AFI1554,MUX8046
EA_CY_Ro_06,Cyrene,Singapore,Enhalus acoroides,Root,1.258905,103.754918,AFI1555,MUX8046
EA_CY_Ro_07,Cyrene,Singapore,Enhalus acoroides,Root,1.258905,103.754918,AFI1556,MUX8046
EA_CY_Ro_08,Cyrene,Singapore,Enhalus acoroides,Root,1.258905,103.754918,AFI1557,MUX8046
EA_CY_Ro_09,Cyrene,Singapore,Enhalus acoroides,Root,1.258905,103.754918,AFI1558,MUX8046
EA_CY_Ro_10,Cyrene,Singapore,Enhalus acoroides,Root,1.258905,103.754918,AFI1559,MUX8046
EA_CY_Soil_01,Cyrene,Singapore,Enhalus acoroides,Soil,1.258905,103.754918,AFI1560,MUX8046
EA_CY_Soil_02,Cyrene,Singapore,Enhalus acoroides,Soil,1.258905,103.754918,AFI1561,MUX8046
EA_CY_Soil_03,Cyrene,Singapore,Enhalus acoroides,Soil,1.258905,103.754918,AFI1562,MUX8046
EA_CY_Soil_04,Cyrene,Singapore,Enhalus acoroides,Soil,1.258905,103.754918,AFI1563,MUX8046
EA_CY_Soil_05,Cyrene,Singapore,Enhalus acoroides,Soil,1.258905,103.754918,AFI1564,MUX8046
EA_CY_Soil_06,Cyrene,Singapore,Enhalus acoroides,Soil,1.258905,103.754918,AFI1565,MUX8046
EA_CY_Soil_07,Cyrene,Singapore,Enhalus acoroides,Soil,1.258905,103.754918,AFI1566,MUX8046
EA_CY_Soil_08,Cyrene,Singapore,Enhalus acoroides,Soil,1.258905,103.754918,AFI1567,MUX8046
EA_CY_Soil_09,Cyrene,Singapore,Enhalus acoroides,Soil,1.258905,103.754918,AFI1568,MUX8046
EA_CY_Soil_10,Cyrene,Singapore,Enhalus acoroides,Soil,1.258905,103.754918,AFI1569,MUX8046
EA_Sent_Le_01,Sentosa,Singapore,Enhalus acoroides,Leaf,1.258297,103.807229,AFI1570,MUX8046
EA_Sent_Le_02,Sentosa,Singapore,Enhalus acoroides,Leaf,1.258297,103.807229,AFI1571,MUX8046
